id,parcel_id,owner_name,owner_aadhaar,owner_phone,from_date,to_date,transfer_type,deed_number,consideration_amount,remarks
71e551c5-b91a-4ecf-8706-a4af547bcaa0,63af4242-217d-4e09-a893-f572fe27e97e,Naresh Kumar,4923-1949-4946,9709194872,2007-10-28,2020-05-29,Sale,DD-6947-999,9197000.0,
952c7f47-5986-4385-8894-6961e0620e6f,63af4242-217d-4e09-a893-f572fe27e97e,Mohammad Arif Khan,9727-3060-3103,9808402051,2020-05-29,,Sale,DD-2403-849,9605000.0,
97d5ecff-7d75-49e8-a12c-9770c372e881,f0b82a42-a99f-4bfa-bd08-400a4c96dbc4,Dinesh Patil,2160-9423-4899,9399012686,1991-11-19,2023-05-07,Sale,DD-4750-169,2585000.0,
f43074ce-d17f-426d-8462-1f8ec97c960d,f0b82a42-a99f-4bfa-bd08-400a4c96dbc4,Jyoti Prasad,8744-4981-8749,9967043303,2023-05-07,,Partition,DD-4510-652,2334000.0,
7f63724f-66f0-4ea3-a3ce-88bcb7048e9f,9d5ed069-8037-4e1b-9350-d1c6cb098911,Rani Mukherjee,1241-2528-4872,9278575192,1991-09-17,2008-05-28,Court Decree,DD-2604-151,5208000.0,
8b4df3b9-6695-4635-b771-1a25faf0b637,9d5ed069-8037-4e1b-9350-d1c6cb098911,Ajay Singh,1960-3697-7209,9102314313,2008-05-28,2019-09-02,Partition,DD-8956-592,4872000.0,
180da9c7-5c35-44f2-9066-2c3c252539c6,9d5ed069-8037-4e1b-9350-d1c6cb098911,Sushma Swarup,7930-8973-3536,9303901283,2019-09-02,,Partition,DD-5345-902,5671000.0,
2f4a18aa-2613-4b40-b21d-df420f28d8c7,23f0afc2-b90b-4f9d-896f-7f09a820f62d,Harish Chandra,6147-4910-5351,9524971817,2000-07-21,2008-08-02,Court Decree,DD-9565-423,3458000.0,
d972f41e-2c04-4ff3-845c-692f2fdd555d,23f0afc2-b90b-4f9d-896f-7f09a820f62d,Asha Bhosale,2188-1152-8508,9766964667,2008-08-02,2011-07-24,Inheritance,DD-5915-568,0,
07ac48f9-523e-4843-9d9b-a5a9dfb30b5c,23f0afc2-b90b-4f9d-896f-7f09a820f62d,Nandini Reddy,5345-3170-6718,9173864104,2011-07-24,,Court Decree,DD-2638-175,3683000.0,
f052ac3b-a984-430a-9fe8-f7de3d505207,0403cd7d-3f94-4d6b-877d-8024b8aa4227,Anita Kumari Singh,2512-7939-5533,9147337803,1998-06-28,2013-01-06,Gift,DD-9280-600,5093000.0,
44e9a925-efaf-4119-bcd6-c65b56b378c0,0403cd7d-3f94-4d6b-877d-8024b8aa4227,Meena Devi,3647-8239-8007,9702269164,2013-01-06,,Sale,DD-6464-889,4596000.0,
961bf0c4-2de6-4f4e-bc5f-2d4e1b5c686f,5fd73707-cbde-4ee5-9b84-f9d369dd8428,Arun Prakash,6442-7745-5065,9386480450,1993-12-16,2003-09-14,Inheritance,DD-7755-125,0,
7f750be8-7b0e-41cf-9821-7487224d78b3,5fd73707-cbde-4ee5-9b84-f9d369dd8428,Suresh Babu Reddy,8711-4644-4269,9976803188,2003-09-14,,Inheritance,DD-2771-491,0,
8bdde8c4-503a-46f5-ab83-8217359def1c,1d3f5fa2-4185-4f7c-8c10-61328e5f75c3,Geeta Mahesh Patel,7311-4114-5173,9147659674,1997-07-24,2007-12-01,Gift,DD-8149-720,2332000.0,
c389506e-dfec-418f-a269-f5f1da2754ab,1d3f5fa2-4185-4f7c-8c10-61328e5f75c3,Rani Mukherjee,4228-6967-8066,9175133802,2007-12-01,2012-08-12,Partition,DD-1027-632,2846000.0,
5e2bc58c-e0e7-4446-8930-af22d704bd15,1d3f5fa2-4185-4f7c-8c10-61328e5f75c3,Saritha Devi,5920-9308-6067,9816070802,2012-08-12,,Gift,DD-6143-779,3384000.0,
f9c58006-c000-4996-afd3-7fbd311be2a3,e7178c3f-21eb-49e7-9887-0c0e877056c3,Girish Kumar,6491-2530-4848,9822408848,1991-06-26,1997-07-29,Sale,DD-5649-627,3299000.0,
25aecb61-1ef9-42f2-9122-63a61407f98d,e7178c3f-21eb-49e7-9887-0c0e877056c3,Priya Devi Nair,1757-5011-8784,9756350429,1997-07-29,2001-08-07,Gift,DD-4680-925,3067000.0,
4749c19d-8056-4be7-8ff5-f72da31e2323,e7178c3f-21eb-49e7-9887-0c0e877056c3,Jyoti Prasad,4185-7291-9099,9529123992,2001-08-07,2013-01-17,Sale,DD-8461-524,3694000.0,
6e4a936b-e1b3-401d-bfc6-aa220dd056dd,e7178c3f-21eb-49e7-9887-0c0e877056c3,Revathy Nair,1090-2746-7965,9334978881,2013-01-17,,Inheritance,DD-3417-771,0,
ff3c485d-08cd-4f28-875a-3b2db44a9cf0,30057037-baa3-4c15-84aa-72ad87eb845b,Seema Malhotra,2269-5681-4841,9391751878,1994-11-01,1997-02-24,Court Decree,DD-8939-741,4798000.0,
6e19c053-10c8-4c82-974b-4b8c5a71c202,30057037-baa3-4c15-84aa-72ad87eb845b,Santosh Kumar,4788-7275-3503,9858511779,1997-02-24,2015-06-13,Gift,DD-6238-653,4233000.0,
f6e5479a-4558-46bf-a33b-c0547a619e7e,30057037-baa3-4c15-84aa-72ad87eb845b,Smita Patil,6421-9890-8633,9546434187,2015-06-13,2019-08-22,Inheritance,DD-2052-524,0,
6d21a488-ba0d-4dba-8b66-3403c4e50987,30057037-baa3-4c15-84aa-72ad87eb845b,Rohit Sharma,1320-7232-8814,9106330865,2019-08-22,,Sale,DD-4388-952,4309000.0,
1a9b3609-18c2-486a-a7d0-3249b06f7855,a3cf5c96-9d9b-4901-9f7c-3626e744e286,Anita Kumari Singh,5262-7211-6363,9327268503,1994-12-08,2005-01-07,Inheritance,DD-8564-286,0,
c116dd80-8ce9-4e83-9a04-8ab3289b5b32,a3cf5c96-9d9b-4901-9f7c-3626e744e286,Sridevi Kapoor,5558-7906-5133,9996478772,2005-01-07,,Partition,DD-6355-445,22959000.0,
6da8383a-3228-49a0-9699-01832e84db82,a1d6c4e3-cddc-4871-9696-4e94ab69330f,Sridevi Kapoor,7498-4249-2245,9735760237,1987-01-25,2013-03-13,Sale,DD-1420-419,12962000.0,
60f2ba1c-9876-4e05-bce9-69da08e90965,a1d6c4e3-cddc-4871-9696-4e94ab69330f,Naresh Kumar,2983-1672-6688,9672030854,2013-03-13,,Inheritance,DD-2669-813,0,
36bcae5b-a093-4426-9a96-b926b99b8702,e41281c5-18a9-4a62-a7c6-8cceaa0d9572,Girish Kumar,7209-6511-1470,9630757561,1992-11-11,2005-03-07,Partition,DD-4995-868,3423000.0,
b7e87e8d-33e1-4ae4-9bc9-4cec6a43f200,e41281c5-18a9-4a62-a7c6-8cceaa0d9572,Meena Devi,6576-5581-5526,9696776072,2005-03-07,,Gift,DD-3979-599,3200000.0,
1de385c7-30de-4bf6-91a4-0267714d96b8,4127d80b-6e7b-4277-a8e4-3602770e6ee1,Saritha Devi,4155-6169-2958,9897662466,1995-11-03,2012-10-28,Gift,DD-6023-357,9141000.0,
c141664e-9bbb-45ed-a3e0-5ba3e053b028,4127d80b-6e7b-4277-a8e4-3602770e6ee1,Divya Menon,5530-9595-5636,9207939087,2012-10-28,2014-10-24,Court Decree,DD-4033-296,8561000.0,
c2b7a433-dfc2-4c2a-a1db-20bf94ac3d47,4127d80b-6e7b-4277-a8e4-3602770e6ee1,Mahesh Babu,3939-5952-1231,9860229059,2014-10-24,,Inheritance,DD-5853-332,0,
d1f074d5-2307-4b10-93b6-c002ac8820c4,1e45661d-2eb1-4484-bc04-7aa975f4c8df,Geeta Mahesh Patel,7818-4697-9561,9508427798,1997-05-12,2018-04-06,Court Decree,DD-5978-187,49908000.0,
6e928a2b-1369-409f-ad06-43db352d96db,1e45661d-2eb1-4484-bc04-7aa975f4c8df,Ranjit Kumar,6003-1986-2625,9918982730,2018-04-06,,Partition,DD-8253-404,59593000.0,
38db7ad2-e270-4044-9e5d-186232b11502,0b0fbe6a-76bb-44a2-b2e4-7cdccb20083a,Santosh Kumar,2169-1977-3718,9951078441,1991-10-14,2011-09-01,Inheritance,DD-5352-946,0,
bd7b62dd-a18c-4710-8f70-4f05d01c70f2,0b0fbe6a-76bb-44a2-b2e4-7cdccb20083a,Revathy Nair,5982-7594-5460,9637377910,2011-09-01,,Gift,DD-5728-549,72502000.0,
632ecf54-9931-40d0-8c4a-9f1492909223,0621d252-c6f2-49a8-8c76-ece355e80df8,Asha Bhosale,2713-3634-6403,9542000551,1987-07-31,2000-01-11,Sale,DD-8700-456,17805000.0,
190dd0a1-0ef7-4873-99d6-5f359c82ee52,0621d252-c6f2-49a8-8c76-ece355e80df8,Vinod Khanna,1601-8451-2442,9437710224,2000-01-11,2004-08-31,Partition,DD-5722-778,21866000.0,
e0d26dff-59db-455d-8867-91465e3bbd42,0621d252-c6f2-49a8-8c76-ece355e80df8,Ajay Singh,9431-1018-9889,9596043327,2004-08-31,2019-04-13,Gift,DD-6296-218,27072000.0,
7b49c058-9050-4df7-9322-0b133aee89e6,0621d252-c6f2-49a8-8c76-ece355e80df8,Girish Kumar,9167-8242-1845,9318568997,2019-04-13,,Partition,DD-1888-292,28625000.0,
99d51482-b063-4e00-aaa4-2f5257dc0a16,7ee35808-0472-414c-91ab-626673f14c5d,Sonia Verma,9327-3236-2143,9396618390,1992-05-17,2003-06-16,Court Decree,DD-3369-492,13868000.0,
208d8aea-4870-45ff-8540-8129511a96dd,7ee35808-0472-414c-91ab-626673f14c5d,Ramesh Kumar Sharma,5634-5891-9022,9259553112,2003-06-16,2015-05-29,Partition,DD-6568-906,14604000.0,
e3b3995e-620b-47bc-8839-efeb23327ecf,7ee35808-0472-414c-91ab-626673f14c5d,Vinod Khanna,9903-7180-8460,9445505799,2015-05-29,,Partition,DD-9824-595,14429000.0,
ad9f9d13-d4aa-4562-8b17-86a6b3fe306b,14ad25fb-1f5a-4124-b163-cba122ac57a3,Nitin Gadkari,3529-2225-8692,9939156387,1991-12-17,2002-02-12,Partition,DD-1251-839,45953000.0,
c6501b1b-3ba5-4b3d-b584-75efea036617,14ad25fb-1f5a-4124-b163-cba122ac57a3,Nitin Gadkari,2315-6383-9742,9508031980,2002-02-12,,Gift,DD-6546-738,51793000.0,
55138746-4a26-4700-84a1-eeed1ba4b198,ed6eda0c-5761-44e7-aad1-cafb3de29aa6,Arun Prakash,3785-3868-2293,9754436820,1988-12-14,1997-01-04,Court Decree,DD-7751-679,26642000.0,
8068f84b-e863-490a-a3b5-bd11368540ab,ed6eda0c-5761-44e7-aad1-cafb3de29aa6,Santosh Kumar,4804-8555-5161,9593460064,1997-01-04,1998-03-06,Partition,DD-4945-609,32374000.0,
4527d15d-8b79-4a62-b79c-ea5ce6827fc8,ed6eda0c-5761-44e7-aad1-cafb3de29aa6,Sushma Swarup,9955-3588-2210,9574303740,1998-03-06,,Gift,DD-1153-923,33543000.0,
f752c71b-6596-47a7-a56d-3c3ba9e73759,1f920b66-929b-4773-af6c-204907d7e670,Uma Shankar,4115-5106-3240,9774576271,1998-07-22,2007-11-09,Inheritance,DD-6772-324,0,
ce8a0cf2-87d1-4bdb-a462-48d6e84dc55b,1f920b66-929b-4773-af6c-204907d7e670,Suresh Babu Reddy,6977-3153-2476,9416872439,2007-11-09,2018-09-10,Sale,DD-1645-416,12709000.0,
33ffb840-ad14-4553-9a6f-18d5747185b2,1f920b66-929b-4773-af6c-204907d7e670,Rani Mukherjee,6994-9697-9221,9392624015,2018-09-10,,Gift,DD-7807-279,11823000.0,
0ebc8cf4-ec25-43b1-b67d-7cd362972120,4b80a6c7-3aba-4704-a115-dd3cee05be06,Mahesh Babu,2775-4830-8724,9126870011,2000-09-05,1999-10-19,Gift,DD-7242-942,4771000.0,
3be536e2-80b0-46e9-9991-f373be427ea5,4b80a6c7-3aba-4704-a115-dd3cee05be06,Mohammad Arif Khan,8606-5951-7689,9225279834,1999-10-19,2001-10-02,Court Decree,DD-6374-724,4478000.0,
deea9d57-cde9-4ee6-898e-0b1573ed36b6,4b80a6c7-3aba-4704-a115-dd3cee05be06,Naresh Kumar,9071-2902-2592,9352114611,2001-10-02,2013-06-02,Inheritance,DD-1742-138,0,
c31a99fe-d9f5-4637-b134-eb52da0bf87a,4b80a6c7-3aba-4704-a115-dd3cee05be06,Lalitha Kumari,9850-7866-3531,9545478870,2013-06-02,,Court Decree,DD-3222-497,4619000.0,
dd3343a1-dfab-47ef-8497-3611b9da04f1,f7a6cd85-350e-47d3-a9c9-fbe0861fa989,Deepika Mehta,4362-2124-4394,9729624046,1999-12-07,2001-03-12,Sale,DD-1828-905,14736000.0,
252011bd-5894-422f-8e24-9b57f6433dba,f7a6cd85-350e-47d3-a9c9-fbe0861fa989,Santosh Kumar,1046-5542-3370,9239577989,2001-03-12,2007-08-30,Inheritance,DD-4817-436,0,
fe813895-2fe5-469c-9291-cdf451f5f519,f7a6cd85-350e-47d3-a9c9-fbe0861fa989,Lalitha Kumari,1422-3159-1243,9484659715,2007-08-30,2014-08-26,Court Decree,DD-5106-917,13554000.0,
e0a4a31f-21d9-4716-9c1c-7266b0031a7d,f7a6cd85-350e-47d3-a9c9-fbe0861fa989,Arun Prakash,5347-1858-3076,9896413702,2014-08-26,,Inheritance,DD-6304-116,0,
96f05078-456a-424b-9ccd-eedbc7b73252,239b4b64-4c0c-4213-86b7-32bf6dac5bc3,Rohit Sharma,9984-6327-7240,9741444618,1999-07-15,2010-11-03,Sale,DD-3067-381,29073000.0,
ec13eb99-12ce-46e4-b214-5d991492740a,239b4b64-4c0c-4213-86b7-32bf6dac5bc3,Ranjit Kumar,2624-2874-4522,9561784080,2010-11-03,2020-02-01,Court Decree,DD-5831-564,30591000.0,
09330085-9630-4f8a-8e82-d6699bc79c0f,239b4b64-4c0c-4213-86b7-32bf6dac5bc3,Prakash Raj,7532-7815-2557,9435596237,2020-02-01,,Partition,DD-4743-523,30150000.0,
4134c7c7-4a85-4686-b9b5-8a1e8cb16ef2,c41ce1e2-2bec-462c-a7e9-8242edf7f8a1,Santosh Kumar,8900-4674-2773,9475932035,2000-01-14,2013-03-31,Gift,DD-2697-691,41802000.0,
07b5a9a5-14ea-40c8-b1e3-4bca460a8937,c41ce1e2-2bec-462c-a7e9-8242edf7f8a1,Jyoti Prasad,4705-8030-1430,9753903309,2013-03-31,2022-09-16,Court Decree,DD-7022-217,48283000.0,
f118c518-842e-4cb1-bf8a-0b2db36f5704,c41ce1e2-2bec-462c-a7e9-8242edf7f8a1,Naresh Kumar,6567-6751-1100,9294782734,2022-09-16,,Gift,DD-1474-284,46318000.0,
54c625f9-0b1d-4a5b-b606-0a4df5d8e55e,3746c2dc-3843-40f6-bc41-060998d7c861,Geeta Mahesh Patel,6655-8043-2816,9404133583,1997-07-11,2008-09-02,Partition,DD-5475-320,9976000.0,
26fa19dd-334a-4b56-a121-4c423f90efc6,3746c2dc-3843-40f6-bc41-060998d7c861,Suresh Babu Reddy,4612-7475-1897,9108253947,2008-09-02,2012-03-17,Court Decree,DD-8972-639,11142000.0,
4b869cfc-a355-4da0-87f8-c99a7050e27c,3746c2dc-3843-40f6-bc41-060998d7c861,Deepika Mehta,5186-5742-6375,9228832213,2012-03-17,,Inheritance,DD-5938-316,0,
bdb6e3c2-a90a-4bc0-b140-5d8cd3bde46f,bae67161-db7c-4524-862a-8cfde8755b93,Mahesh Babu,2443-8155-2734,9361259074,1990-01-30,2017-07-30,Court Decree,DD-8538-951,30537000.0,
5abfce39-17d7-4064-969f-2d8966714d0f,bae67161-db7c-4524-862a-8cfde8755b93,Naresh Kumar,6562-4630-6456,9936571442,2017-07-30,,Partition,DD-7560-636,26917000.0,
9f64ca8e-4124-4f2b-8ec4-4a8c0797fe5f,ce33c89e-4c27-4022-9b70-6773de6baee9,Naresh Kumar,5500-1920-6766,9644748834,1990-10-16,2002-05-30,Partition,DD-2118-580,64214000.0,
8087d56f-359d-4203-9a30-d5f48428fcbd,ce33c89e-4c27-4022-9b70-6773de6baee9,Anita Kumari Singh,7041-5703-2257,9792205349,2002-05-30,2007-07-14,Sale,DD-6085-572,66190000.0,
8117ea64-0e5d-47a4-819e-2589b5b28902,ce33c89e-4c27-4022-9b70-6773de6baee9,Vinod Khanna,1672-8368-4084,9445236735,2007-07-14,2020-08-03,Sale,DD-9307-493,68512000.0,
29237511-987d-4b53-b9b2-c21b2fd7877d,ce33c89e-4c27-4022-9b70-6773de6baee9,Anita Kumari Singh,8381-2695-6626,9866990485,2020-08-03,,Court Decree,DD-8792-613,62370000.0,
a5a1b5a9-121b-41da-8c30-25bac19a92ef,a3eaa3e4-bb79-4641-bedb-736cb9766b3b,Nitin Gadkari,7421-3112-2388,9432411019,1998-05-26,2009-04-12,Inheritance,DD-6731-417,0,
bf11d083-465a-4e13-9a9e-1137609ecf0f,a3eaa3e4-bb79-4641-bedb-736cb9766b3b,Deepika Mehta,9624-2531-7937,9645985356,2009-04-12,2015-12-02,Court Decree,DD-7171-758,39398000.0,
eaee0db0-38d8-460f-ae89-0466626d5a71,a3eaa3e4-bb79-4641-bedb-736cb9766b3b,Harish Chandra,6598-8967-4145,9343248743,2015-12-02,,Gift,DD-1298-471,38356000.0,
230f0ca0-7334-4690-94b3-83a5f89a8527,b4fdc36b-eb1d-49b7-837d-14f2a2152123,Divya Menon,4178-7026-8218,9595725097,1994-04-30,1998-04-04,Partition,DD-4833-646,42348000.0,
d3cac6a5-be8c-49ed-99d8-986568aa5ade,b4fdc36b-eb1d-49b7-837d-14f2a2152123,Rekha Nair,4271-3267-5096,9156027635,1998-04-04,2009-11-23,Gift,DD-7256-614,44931000.0,
ed723f4e-01c2-4ed1-b5c7-dac61db76a2b,b4fdc36b-eb1d-49b7-837d-14f2a2152123,Ganesh Patel,9452-3042-5670,9190060226,2009-11-23,2012-08-13,Partition,DD-7081-667,54983000.0,
1dfd6fd8-e1dc-4258-80ae-6b14854e107b,b4fdc36b-eb1d-49b7-837d-14f2a2152123,Nandini Reddy,3414-8167-2502,9338411494,2012-08-13,,Inheritance,DD-5469-560,0,
e0ff7ab4-a48f-477f-a8e9-9d48d5131715,150ad3cb-8c05-4c66-92ff-b7850256a4ea,Santosh Kumar,9991-9647-7934,9219385981,1999-10-21,2001-09-09,Sale,DD-1311-362,73048000.0,
ffa83efa-bd58-425d-97f6-0984994587a5,150ad3cb-8c05-4c66-92ff-b7850256a4ea,Ravi Shankar,7878-8489-2029,9219032752,2001-09-09,2019-04-09,Gift,DD-4893-408,65651000.0,
06e916b2-a872-4165-b80f-ddc4cbb14040,150ad3cb-8c05-4c66-92ff-b7850256a4ea,Jyoti Prasad,4963-3352-5772,9560891752,2019-04-09,,Partition,DD-9782-116,72399000.0,
6d4d9017-6d0b-40c9-a258-9d57dfb7b925,a8763871-f790-4497-a4c3-c243eadd2e41,Dinesh Patil,3868-8612-8840,9778321204,1987-01-19,2000-02-16,Gift,DD-3185-145,15704000.0,
366d1e7e-add6-4711-ad18-2d26bbba8eb6,a8763871-f790-4497-a4c3-c243eadd2e41,Ganesh Patel,8498-1605-5807,9316456682,2000-02-16,2007-12-19,Inheritance,DD-3209-164,0,
c0ade665-3890-471b-aa4d-ede6f9801cb9,a8763871-f790-4497-a4c3-c243eadd2e41,Naresh Kumar,9444-7524-9897,9608309128,2007-12-19,2023-06-22,Sale,DD-4268-142,15331000.0,
f63e2137-c692-4cd5-8d6b-5321fd8b115a,a8763871-f790-4497-a4c3-c243eadd2e41,Sushma Swarup,6848-1783-6438,9393364102,2023-06-22,,Gift,DD-1599-871,16998000.0,
4463057a-d2e1-4109-ae20-3de7a3f35049,969263cf-1bea-49a5-9037-3701b743cfb0,Seema Malhotra,1693-6776-8126,9394801573,1998-03-09,1998-03-14,Partition,DD-3730-806,44964000.0,
8ee04ca6-92b7-4daa-85ab-2b2364105f33,969263cf-1bea-49a5-9037-3701b743cfb0,Mahesh Babu,9406-3621-1510,9253308283,1998-03-14,2010-09-29,Sale,DD-2229-787,49685000.0,
c6d8c7ab-9b8d-4620-950d-d5713cddbae1,969263cf-1bea-49a5-9037-3701b743cfb0,Ravi Shankar,7001-6933-7272,9709074302,2010-09-29,,Court Decree,DD-8179-135,44741000.0,
a9a2238f-15ea-4cc4-88f4-31e1928f7fc6,2b77719c-fac1-4210-a7b3-1ae2ab6fe416,Mohammad Arif Khan,8406-3828-8292,9194264587,1998-12-08,1998-12-16,Partition,DD-4279-225,40194000.0,
10af6685-803b-40e8-a8dd-a2eb85a6161d,2b77719c-fac1-4210-a7b3-1ae2ab6fe416,Rani Mukherjee,5757-5914-3580,9864299201,1998-12-16,2004-05-01,Gift,DD-6692-826,35209000.0,
f8115d99-8c3d-47e9-8331-bb7f44b0794b,2b77719c-fac1-4210-a7b3-1ae2ab6fe416,Kavitha Rao,2988-4292-3275,9354193540,2004-05-01,2017-08-18,Inheritance,DD-6922-620,0,
f3c7e041-e22f-44cb-a670-825c8f5e89a9,2b77719c-fac1-4210-a7b3-1ae2ab6fe416,Mahesh Babu,8657-3126-2412,9170596494,2017-08-18,,Partition,DD-1430-469,37730000.0,
1253ea19-b843-4237-9f51-e28c15b91cca,889e740b-6c77-46d4-89c2-76bcd9c09a8a,Sushma Swarup,2292-5105-4216,9781887358,1998-02-15,2000-05-08,Inheritance,DD-6669-631,0,
52ad4536-c304-4878-bcfa-9d1b4c1b9224,889e740b-6c77-46d4-89c2-76bcd9c09a8a,Girish Kumar,9740-2530-9234,9788255012,2000-05-08,,Court Decree,DD-5496-228,23963000.0,
e4bf746f-8774-40c1-807b-6b7032278ac6,b40a7288-eaa1-4be8-bf10-364dd50dc88a,Anita Kumari Singh,3589-8202-7809,9619960692,1992-01-03,1996-10-11,Partition,DD-5873-564,26100000.0,
c8f86e66-b9a1-4019-9a4a-c48194f1c709,b40a7288-eaa1-4be8-bf10-364dd50dc88a,Asha Bhosale,6231-6658-7532,9240409084,1996-10-11,2017-12-25,Partition,DD-4342-448,28519000.0,
68b00033-6d56-4e37-b1e5-2737041cd660,b40a7288-eaa1-4be8-bf10-364dd50dc88a,Ravi Shankar,8642-3007-5382,9582750043,2017-12-25,,Gift,DD-9437-675,25452000.0,
53d7a3a3-3375-405a-acff-23c5c595f0f3,ab8479a3-e378-4c2a-bd74-438ffd3a7b6d,Nitin Gadkari,8710-5681-9793,9108780419,1996-05-15,2006-12-01,Sale,DD-5609-606,10917000.0,
414368e4-2be1-4929-a2e8-328c3294076c,ab8479a3-e378-4c2a-bd74-438ffd3a7b6d,Saritha Devi,6992-7606-6995,9148578655,2006-12-01,2009-06-29,Sale,DD-8060-237,13133000.0,
dbcb0130-25ea-44c6-8cf2-bc66233f9e0a,ab8479a3-e378-4c2a-bd74-438ffd3a7b6d,Mahesh Babu,5728-2204-7329,9641440255,2009-06-29,2013-06-17,Partition,DD-1838-683,14114000.0,
8135a06d-8636-4d7f-8b4b-02ae72136ef9,ab8479a3-e378-4c2a-bd74-438ffd3a7b6d,Balu Mahendra,2946-3108-2584,9522950895,2013-06-17,,Partition,DD-5582-945,17581000.0,
170c4b3d-bb66-4092-8953-b43db6a4e294,42caab3f-70c7-46e7-9d12-cfbc9c84ffe3,Divya Menon,1272-7035-6427,9823494111,1992-08-06,2006-05-14,Court Decree,DD-9025-825,12266000.0,
7f21735a-6e06-46b6-a8df-495d930a4035,42caab3f-70c7-46e7-9d12-cfbc9c84ffe3,Saritha Devi,1436-8775-5350,9803935444,2006-05-14,2011-10-29,Sale,DD-7824-697,11936000.0,
dc687bb4-2d86-4f7a-b5cc-c47f0c7f0345,42caab3f-70c7-46e7-9d12-cfbc9c84ffe3,Divya Menon,3793-9589-7229,9258672959,2011-10-29,2024-01-04,Court Decree,DD-4728-838,10391000.0,
b7918e47-6a81-4923-a45e-aa493d8e55a4,42caab3f-70c7-46e7-9d12-cfbc9c84ffe3,Revathy Nair,2800-4125-1310,9573561557,2024-01-04,,Inheritance,DD-1517-686,0,
74469ff1-4dd9-44ca-991a-7f01d5dd438c,c63a3b2e-ff7b-4115-971e-5928caedbf55,Naresh Kumar,4684-5876-5735,9856881618,1999-05-06,2003-01-17,Inheritance,DD-5571-671,0,
9d79015b-535c-41bd-a906-69335f743012,c63a3b2e-ff7b-4115-971e-5928caedbf55,Divya Menon,6714-5480-5715,9230861323,2003-01-17,2004-10-13,Inheritance,DD-9011-424,0,
3d7d050b-f95d-4a1e-8d7a-d18621217710,c63a3b2e-ff7b-4115-971e-5928caedbf55,Ajay Singh,6654-3399-5758,9145168545,2004-10-13,2022-12-16,Court Decree,DD-9899-488,85473000.0,
3afdd086-8d7b-47eb-aa97-7542d1d75dcb,c63a3b2e-ff7b-4115-971e-5928caedbf55,Nitin Gadkari,5201-8849-4505,9316968866,2022-12-16,,Gift,DD-2294-454,104243000.0,
c44e599a-3895-4837-a82a-88eee87f1ddf,d0e3096e-acf7-49cc-abfb-8d06d2bdece0,Lakshmi Venkatesh,4804-9767-1611,9287974375,1989-12-28,2007-01-23,Gift,DD-6262-392,81626000.0,
8e3672a3-0b7c-47c2-a726-43d008012be9,d0e3096e-acf7-49cc-abfb-8d06d2bdece0,Ajay Singh,9116-4052-5742,9140229006,2007-01-23,2011-05-08,Partition,DD-3880-137,101940000.0,
20aca5dc-7332-412a-9717-81d683bb7f37,d0e3096e-acf7-49cc-abfb-8d06d2bdece0,Dinesh Patil,5662-8444-9901,9662982736,2011-05-08,,Sale,DD-5888-681,111228000.0,
